repo_name,commit_id,model_name,primary_language,doc_path,generation_time_sec,qa_score,coverage_score,hierarchy_alignment,leaf_coverage,structural_fidelity,factual_grounding,actionability,coherence,required_sections_coverage,key_term_coverage,leaf_items_hit,leaf_items_total,notes
Chart.js,6372280085625b43ef34d7b70f3e86b063d22a10,meta-llama/CodeLlama-7b-Instruct-hf,javascript,outputs/docs/CodeLlama/Chart.js.md,0.0,0.0,0.748538,1.0,1.0,0.693333,0.568333,0.5,0.80803,1.0,0.233333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.693; factual=0.568; actionability=0.500; coherence=0.808; section_coverage=1.000; key_term_coverage=0.233; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.693; factual=0.568; actionability=0.500; coherence=0.808; section_coverage=1.000; key_term_coverage=0.233; leaf_hits=1/1; terms=120
mermaid,82800a2c8461370fe133458c12dd42bdc5dc3871,meta-llama/CodeLlama-7b-Instruct-hf,javascript,outputs/docs/CodeLlama/mermaid.md,0.0,0.0,0.734911,1.0,1.0,0.663333,0.553929,0.5,0.776389,1.0,0.158333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.663; factual=0.554; actionability=0.500; coherence=0.776; section_coverage=1.000; key_term_coverage=0.158; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.663; factual=0.554; actionability=0.500; coherence=0.776; section_coverage=1.000; key_term_coverage=0.158; leaf_hits=1/1; terms=120
ml-agents,4cf2f49ad0a973c95eb41325aa3a46959f187708,meta-llama/CodeLlama-7b-Instruct-hf,python,outputs/docs/CodeLlama/ml-agents.md,0.0,0.0,0.725247,1.0,1.0,0.666667,0.594,0.333333,0.820758,1.0,0.166667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.594; actionability=0.333; coherence=0.821; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.594; actionability=0.333; coherence=0.821; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120
puppeteer,c1105f125c71353587a837958c2748097ef2927d,meta-llama/CodeLlama-7b-Instruct-hf,javascript,outputs/docs/CodeLlama/puppeteer.md,0.0,0.0,0.788255,1.0,1.0,0.666667,0.652903,0.666667,0.828943,1.0,0.166667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.653; actionability=0.667; coherence=0.829; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.667; factual=0.653; actionability=0.667; coherence=0.829; section_coverage=1.000; key_term_coverage=0.167; leaf_hits=1/1; terms=120
qmk_firmware,1a58fce043e7f2e2b938dee03945dabc29e48d73,meta-llama/CodeLlama-7b-Instruct-hf,cpp,outputs/docs/CodeLlama/qmk_firmware.md,0.0,0.0,0.811991,1.0,1.0,0.686667,0.635161,0.833333,0.817506,1.0,0.216667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.635; actionability=0.833; coherence=0.818; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.687; factual=0.635; actionability=0.833; coherence=0.818; section_coverage=1.000; key_term_coverage=0.217; leaf_hits=1/1; terms=120
rasa,f28c69e4672cd978745f5a73396c79c26017d612,meta-llama/CodeLlama-7b-Instruct-hf,python,outputs/docs/CodeLlama/rasa.md,0.0,0.0,0.723752,1.0,1.0,0.7,0.566296,0.333333,0.803283,1.0,0.25,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.700; factual=0.566; actionability=0.333; coherence=0.803; section_coverage=1.000; key_term_coverage=0.250; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.700; factual=0.566; actionability=0.333; coherence=0.803; section_coverage=1.000; key_term_coverage=0.250; leaf_hits=1/1; terms=120
storybook,f739234e9972691f757430404d8988e40b2dcf4c,meta-llama/CodeLlama-7b-Instruct-hf,javascript,outputs/docs/CodeLlama/storybook.md,0.0,0.0,0.777994,1.0,1.0,0.733333,0.651538,0.5,0.840132,1.0,0.333333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.733; factual=0.652; actionability=0.500; coherence=0.840; section_coverage=1.000; key_term_coverage=0.333; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.733; factual=0.652; actionability=0.500; coherence=0.840; section_coverage=1.000; key_term_coverage=0.333; leaf_hits=1/1; terms=120
sumatrapdf,cdadfde74471e9b06898e5c1e87edd98b4204597,meta-llama/CodeLlama-7b-Instruct-hf,cpp,outputs/docs/CodeLlama/sumatrapdf.md,0.0,0.0,0.744419,1.0,1.0,0.656667,0.595517,0.5,0.793217,1.0,0.141667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.657; factual=0.596; actionability=0.500; coherence=0.793; section_coverage=1.000; key_term_coverage=0.142; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.657; factual=0.596; actionability=0.500; coherence=0.793; section_coverage=1.000; key_term_coverage=0.142; leaf_hits=1/1; terms=120
svelte,be645b4d9f84cb7580683c7b2336d1023906c4da,meta-llama/CodeLlama-7b-Instruct-hf,javascript,outputs/docs/CodeLlama/svelte.md,0.0,0.0,0.719432,1.0,1.0,0.663333,0.586667,0.333333,0.796212,1.0,0.158333,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.663; factual=0.587; actionability=0.333; coherence=0.796; section_coverage=1.000; key_term_coverage=0.158; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.663; factual=0.587; actionability=0.333; coherence=0.796; section_coverage=1.000; key_term_coverage=0.158; leaf_hits=1/1; terms=120
trino,d1501ee536c0c6883ed960a184ba7b3f9e36a6c3,meta-llama/CodeLlama-7b-Instruct-hf,java,outputs/docs/CodeLlama/trino.md,0.0,0.0,0.781852,1.0,1.0,0.726667,0.63871,0.5,0.891846,1.0,0.316667,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.727; factual=0.639; actionability=0.500; coherence=0.892; section_coverage=1.000; key_term_coverage=0.317; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.727; factual=0.639; actionability=0.500; coherence=0.892; section_coverage=1.000; key_term_coverage=0.317; leaf_hits=1/1; terms=120
wazuh,44b7cd33e05abb7730228bb092b23b419ee4f15e,meta-llama/CodeLlama-7b-Instruct-hf,cpp,outputs/docs/CodeLlama/wazuh.md,0.0,0.0,0.722894,1.0,1.0,0.77,0.596538,0.333333,0.663908,1.0,0.425,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.770; factual=0.597; actionability=0.333; coherence=0.664; section_coverage=1.000; key_term_coverage=0.425; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.770; factual=0.597; actionability=0.333; coherence=0.664; section_coverage=1.000; key_term_coverage=0.425; leaf_hits=1/1; terms=120
x64dbg,134e7ebb26523757ca9042f2a0925024751f42c7,meta-llama/CodeLlama-7b-Instruct-hf,cpp,outputs/docs/CodeLlama/x64dbg.md,0.0,0.0,0.719509,1.0,1.0,0.66,0.63963,0.333333,0.730556,1.0,0.15,1,1,qa_pairs_missing; hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.640; actionability=0.333; coherence=0.731; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120; matrix: hierarchy=1.000; leaf_coverage=1.000; structural=0.660; factual=0.640; actionability=0.333; coherence=0.731; section_coverage=1.000; key_term_coverage=0.150; leaf_hits=1/1; terms=120
